Time,Latitude,Longitude,Depth (km),Magnitude
2023-12-05T14:45:03.410000Z,9.3573,93.9828,10.0,4.8
2023-11-29T08:12:24.800000Z,12.1803,95.2262,10.0,4.8
2023-11-26T19:24:22.473000Z,12.6576,95.2787,10.0,4.5
2023-11-26T18:16:26.401000Z,12.6444,95.2808,10.0,4.3
2023-11-20T20:01:32.410000Z,9.1061,93.9918,10.825,4.3
2023-11-19T13:06:42.040000Z,9.5337,93.8467,109.301,4.3
2023-11-11T14:37:18.194000Z,9.3365,94.0812,10.0,4.4
2023-11-10T15:49:17.842000Z,12.8381,91.724,10.0,4.3
2023-11-09T20:55:05.871000Z,9.4971,94.0862,10.0,4.4
2023-11-08T23:21:32.691000Z,13.4736,92.909,18.383,4.5
2023-11-03T10:33:31.531000Z,14.67,96.1897,10.0,4.4
2023-11-01T12:51:14.635000Z,10.9243,93.0553,85.977,5.2
2023-10-20T00:20:08.653000Z,13.9893,92.8694,15.998,4.4
2023-10-18T13:25:10.787000Z,9.4496,93.9888,10.0,4.4
2023-10-16T23:13:31.567000Z,9.3696,94.0097,10.254,4.5
2023-10-08T08:10:51.607000Z,12.1921,92.7649,32.723,4.5
2023-10-07T23:57:26.766000Z,9.2935,93.8804,10.0,4.5
2023-10-07T21:49:41.275000Z,9.2548,93.8582,10.0,4.6
2023-09-23T20:23:19.849000Z,17.5005,95.7323,61.226,4.4
2023-09-23T14:24:34.421000Z,17.1447,96.1004,10.0,4.8
2023-09-03T09:59:03.213000Z,9.2199,93.8879,10.0,4.7
2023-09-01T05:27:51.913000Z,9.4069,93.8627,10.0,4.2
2023-08-28T22:20:12.739000Z,11.1246,93.6704,125.227,4.3
2023-08-23T13:24:21.524000Z,9.1639,93.8846,10.0,4.2
2023-08-23T13:13:33.336000Z,9.0904,93.8083,10.0,4.4
2023-08-18T07:32:38.219000Z,9.1561,93.9692,10.0,4.7
2023-08-18T06:40:50.838000Z,9.0272,93.9337,10.0,4.6
2023-08-18T06:37:33.342000Z,9.5714,93.9359,10.0,4.7
2023-08-14T11:12:21.187000Z,9.254,93.9135,10.0,4.8
2023-08-10T21:25:57.650000Z,9.55,93.8361,10.0,4.5
2023-08-10T18:13:36.311000Z,10.4485,93.4368,116.866,4.1
2023-08-08T19:29:05.114000Z,9.0073,93.9087,10.0,4.5
2023-08-07T07:23:27.487000Z,8.8732,93.8368,68.129,5.1
2023-08-06T09:45:46.310000Z,9.1768,93.8337,10.0,4.4
2023-08-05T09:09:25.957000Z,11.8507,92.0472,10.0,4.8
2023-08-03T11:39:05.632000Z,9.1503,93.5087,24.426,4.9
2023-08-02T01:07:17.066000Z,9.5163,94.0695,10.0,5.2
2023-08-02T00:10:11.662000Z,9.3869,93.9173,10.0,5.2
2023-08-01T13:38:51.353000Z,9.2693,93.9045,10.0,4.5
2023-07-28T19:23:48.220000Z,10.5403,93.5342,104.262,5.9
2023-07-13T05:02:32.249000Z,13.792,94.1092,39.377,4.5
2023-07-10T00:01:47.570000Z,13.1442,93.2891,35.0,4.2
2023-06-28T17:17:56.123000Z,16.2764,99.9211,11.004,4.1
2023-06-26T18:05:37.303000Z,9.3365,93.7769,10.0,4.6
2023-06-26T13:32:03.058000Z,9.2868,93.5555,10.0,4.9
2023-06-26T12:52:59.977000Z,13.7408,92.7235,10.0,4.7
2023-06-26T11:31:59.558000Z,9.0468,93.8134,10.0,4.3
2023-06-22T06:34:11.948000Z,15.3774,96.1679,10.0,4.1
2023-06-22T00:12:56.808000Z,15.4378,96.2622,13.561,4.9
2023-06-21T21:58:31.267000Z,15.4197,96.356,10.0,4.3
2023-06-21T21:22:06.596000Z,15.2265,96.4824,10.0,4.4
2023-06-21T18:26:27.016000Z,15.3125,96.3708,10.0,4.4
2023-06-21T08:26:42.073000Z,15.2518,96.3573,10.0,4.3
2023-06-21T02:47:18.225000Z,15.4201,96.1549,10.0,4.6
2023-06-21T02:10:42.233000Z,9.1371,93.367,10.0,4.5
2023-06-19T11:36:50.653000Z,15.4018,96.2849,10.0,4.7
2023-06-19T04:14:28.053000Z,15.4176,95.9513,10.0,4.2
2023-06-19T04:13:49.771000Z,15.236,96.1823,10.0,4.6
2023-06-19T03:46:55.095000Z,15.282,96.365,13.615,4.4
2023-06-19T01:40:23.133000Z,15.2499,96.2806,7.816,5.6
2023-06-07T10:32:05.013000Z,16.8315,95.6686,14.76,4.4
2023-06-07T09:53:50.740000Z,16.8733,95.5417,10.0,4.8
2023-06-05T02:09:45.108000Z,12.7887,95.5011,10.0,4.6
2023-05-29T02:18:17.682000Z,13.407,94.1485,10.0,4.6
2023-05-14T21:43:49.463000Z,9.7587,93.5283,9.846,4.0
2023-05-09T13:42:18.282000Z,10.972,92.0333,10.0,5.1
2023-04-24T10:58:31.890000Z,9.3899,93.8833,7.192,5.1
2023-04-13T03:21:19.417000Z,8.9023,93.8885,10.0,4.9
2023-04-11T02:08:29.426000Z,9.1853,93.979,10.0,4.5
2023-04-10T17:12:17.347000Z,8.9365,93.6767,9.968,4.9
2023-04-10T17:11:50.820000Z,9.0663,93.9297,13.852,4.8
2023-04-10T16:47:16.451000Z,8.897,93.7742,9.626,4.3
2023-04-10T11:21:22.777000Z,8.9611,93.7674,10.028,4.5
2023-04-10T00:54:56.207000Z,9.1716,93.8314,10.0,4.6
2023-04-10T00:51:40.968000Z,9.0229,93.5628,10.0,4.2
2023-04-09T23:55:02.324000Z,8.9923,93.8476,10.0,4.1
2023-04-09T21:00:08.812000Z,9.3723,93.8096,10.0,4.1
2023-04-09T20:55:58.001000Z,9.0116,93.9224,10.0,5.2
2023-04-09T19:37:44.546000Z,13.2395,93.1777,43.596,4.3
2023-04-09T12:47:52.279000Z,8.9466,93.9623,10.41,4.4
2023-04-09T12:27:39.153000Z,8.9733,93.8322,10.0,4.3
2023-04-09T12:24:01.576000Z,9.1656,94.1407,10.0,4.2
2023-04-09T12:17:33.607000Z,8.966,93.9695,10.0,5.7
2023-04-09T11:44:44.984000Z,9.0971,93.7971,10.0,4.4
2023-04-09T10:44:50.822000Z,9.1044,93.9484,10.287,4.4
2023-04-09T10:38:58.795000Z,9.0886,93.9474,10.0,4.9
2023-04-09T10:31:20.479000Z,8.9326,93.9552,10.0,5.5
2023-04-09T09:29:47.096000Z,9.0979,93.9434,10.438,4.6
2023-04-09T09:25:52.959000Z,9.3635,93.9687,10.0,4.3
2023-04-09T08:14:50.840000Z,8.9963,93.8953,10.0,4.5
2023-04-09T07:46:14.538000Z,9.0868,93.9884,10.0,5.3
2023-04-09T06:52:06.387000Z,9.1594,93.6124,10.0,4.3
2023-04-08T15:47:41.359000Z,9.1198,94.0206,10.0,4.4
2023-04-08T11:24:20.245000Z,8.9628,94.0271,10.204,4.3
2023-04-08T11:13:30.394000Z,9.1421,93.9949,11.543,4.3
2023-04-08T11:06:11.514000Z,9.1273,93.9306,8.194,4.6
2023-04-05T19:54:54.348000Z,15.4297,96.0008,11.864,4.3
2023-04-04T17:17:43.955000Z,9.0652,93.9053,15.91,5.0
2023-03-31T18:26:41.006000Z,11.8777,93.7469,126.636,4.2
2023-03-28T06:52:26.620000Z,17.028,96.0008,10.0,3.5
2023-03-15T04:52:02.152000Z,9.6093,93.7038,114.367,4.0
2023-03-13T13:44:29.010000Z,11.0773,91.7251,36.766,4.4
2023-03-07T11:11:46.454000Z,13.3077,92.4291,10.0,4.9
2023-03-02T15:04:26.543000Z,16.1726,93.3461,10.0,4.5
2023-02-24T07:03:17.833000Z,9.8546,92.7139,48.355,4.3
2023-02-22T09:31:56.373000Z,9.2648,93.945,11.02,4.5
2023-02-21T04:40:49.223000Z,15.2852,96.1335,13.027,4.1
2023-01-30T18:45:37.506000Z,12.1363,93.5873,107.401,5.0
2023-01-19T11:34:03.747000Z,10.0936,93.5847,10.0,4.8
2023-01-19T01:17:56.734000Z,12.1382,94.4587,10.0,4.5
2023-01-18T01:46:55.746000Z,11.5055,95.1941,10.0,4.4
2023-01-10T23:00:07.145000Z,11.2892,91.8207,20.942,4.1
2023-01-07T21:18:36.949000Z,11.9644,92.6224,31.088,4.2
2023-01-03T01:05:36.386000Z,10.7847,95.0957,10.0,4.3
2023-01-03T00:22:01.686000Z,10.8475,95.1111,10.0,4.1
2023-01-02T20:11:27.547000Z,10.8119,91.5945,10.0,4.4
2023-01-01T05:27:09.979000Z,17.4535,93.4248,39.85,4.7
2022-12-27T02:29:38.069000Z,11.4848,95.0,10.0,4.1
2022-12-26T22:50:52.654000Z,9.0305,93.8649,10.376,4.3
2022-12-12T07:18:46.454000Z,12.7697,93.6157,84.434,4.3
2022-12-04T11:33:49.396000Z,16.2204,96.1142,10.0,4.0
2022-11-30T14:39:32.569000Z,12.4388,93.9863,133.724,4.1
2022-10-30T23:02:28.181000Z,13.5414,94.2712,10.0,4.5
2022-10-20T06:46:55.511000Z,11.5884,93.1518,90.086,5.1
2022-10-14T13:19:13.983000Z,9.1283,94.0138,10.0,4.5
2022-10-11T01:35:54.641000Z,10.0567,93.9519,44.941,4.1
2022-09-28T12:13:36.124000Z,14.4837,92.9479,10.0,4.6
2022-09-02T07:13:05.222000Z,13.9268,93.6242,53.533,5.6
2022-08-28T03:16:16.963000Z,10.3923,93.8489,10.0,4.6
2022-08-07T15:44:30.673000Z,10.2856,93.8306,10.349,4.6
2022-07-14T01:36:40.836000Z,10.3022,94.1785,10.0,4.4
2022-07-08T21:34:33.544000Z,10.3187,94.1649,10.0,4.5
2022-07-08T21:23:56.176000Z,9.921,94.2657,10.0,4.1
2022-07-08T21:04:40.152000Z,10.4818,94.1885,10.0,5.2
2022-07-08T19:36:45.401000Z,10.3507,94.0642,10.0,4.2
2022-07-08T19:16:15.481000Z,10.3855,94.2628,10.0,4.8
2022-07-08T19:15:47.673000Z,10.3897,94.1656,10.0,4.5
2022-07-07T01:02:12.039000Z,10.4157,94.0481,10.0,4.3
2022-07-06T19:51:51.066000Z,10.3391,94.2494,10.0,4.6
2022-07-06T18:31:23.829000Z,10.4174,94.1129,10.0,4.5
2022-07-06T17:52:00.412000Z,10.4009,94.3816,10.0,4.5
2022-07-06T15:16:27.036000Z,10.3877,94.0749,10.0,4.5
2022-07-06T08:01:06.482000Z,10.368,94.2181,10.0,4.9
2022-07-06T00:32:44.303000Z,10.3261,94.1081,10.0,4.0
2022-07-06T00:26:14.626000Z,10.4628,94.1034,10.0,4.9
2022-07-05T14:50:19.975000Z,10.553,94.1619,10.0,4.9
2022-07-05T13:16:44.407000Z,10.3995,94.1516,10.0,4.2
2022-07-05T10:24:13.165000Z,10.4254,94.1424,10.0,4.2
2022-07-05T09:44:02.616000Z,10.2992,94.3324,10.0,4.7
2022-07-05T08:19:07.720000Z,10.3821,94.0983,10.0,4.3
2022-07-05T07:48:33.145000Z,10.2608,94.1562,10.0,4.8
2022-07-05T06:46:45.203000Z,10.3286,94.1991,10.0,4.3
2022-07-05T06:06:13.690000Z,10.2666,94.2833,10.0,5.0
2022-07-05T03:21:57.190000Z,10.4449,93.87,10.0,4.3
2022-07-05T02:34:57.675000Z,10.3288,94.0598,10.0,4.9
2022-07-05T01:10:46.372000Z,10.2316,94.0501,10.0,4.2
2022-07-05T00:26:57.135000Z,10.3451,94.25,10.0,5.4
2022-07-05T00:10:04.562000Z,10.2778,93.8421,10.0,4.5
2022-07-04T23:38:46.553000Z,10.4198,94.0743,10.0,4.5
2022-07-04T23:15:13.225000Z,10.2329,94.2382,10.0,4.6
2022-07-04T21:59:01.988000Z,10.4627,94.1965,10.0,4.2
2022-07-04T21:24:41.456000Z,10.3032,94.1408,10.0,4.9
2022-07-04T21:18:26.125000Z,10.4048,94.2584,10.0,4.4
2022-07-04T21:03:56.176000Z,10.3526,94.2481,10.0,4.9
2022-07-04T20:43:48.593000Z,10.4204,94.2649,10.0,4.9
2022-07-04T20:18:13.150000Z,10.5545,94.1795,10.0,4.9
2022-07-04T20:02:48.649000Z,10.2384,94.0024,10.0,4.5
2022-07-04T20:00:39.497000Z,10.4646,94.4605,10.0,4.6
2022-07-04T19:36:57.000000Z,10.2638,93.9224,10.0,5.0
2022-07-04T19:16:37.203000Z,10.4137,93.7228,10.0,4.6
2022-07-04T18:33:26.316000Z,10.1636,94.1024,10.0,4.2
2022-07-04T18:07:44.228000Z,10.4137,94.2287,10.0,4.7
2022-07-04T18:04:26.023000Z,10.2429,94.1027,10.0,4.8
2022-07-04T18:03:50.250000Z,10.4139,94.2442,10.0,4.1
2022-07-04T17:31:21.363000Z,10.4304,94.2504,10.0,4.9
2022-07-04T15:13:07.749000Z,10.3736,94.244,10.0,4.2
2022-07-04T15:03:43.220000Z,10.3123,94.1286,10.0,4.4
2022-07-04T14:19:39.150000Z,9.9627,94.1363,10.0,4.5
2022-07-04T14:16:07.734000Z,10.3479,94.0109,10.0,4.5
2022-07-04T13:48:36.387000Z,10.3415,94.1421,10.0,4.2
2022-07-04T12:56:53.028000Z,10.4368,94.1791,10.0,4.3
2022-07-04T12:51:33.584000Z,10.2341,94.2256,10.0,4.5
2022-07-04T12:20:35.476000Z,10.1412,94.2325,10.0,4.6
2022-07-04T11:48:11.309000Z,10.3944,94.2851,10.0,5.0
2022-07-04T11:15:37.887000Z,10.4407,94.2815,10.0,4.1
2022-07-04T10:09:04.816000Z,10.3008,94.2772,10.0,4.5
2022-07-04T09:55:20.374000Z,10.4125,94.2547,10.0,5.0
2022-07-04T09:46:49.717000Z,10.4254,94.2342,10.0,4.5
2022-07-04T09:32:33.341000Z,10.3642,94.1744,10.0,4.7
2022-07-04T09:11:06.457000Z,10.2576,93.8591,10.0,4.3
2022-07-04T09:07:03.697000Z,10.3072,94.1437,10.0,5.0
2022-07-04T08:36:20.054000Z,10.429,94.1853,10.0,5.1
2022-07-04T08:25:27.817000Z,10.3038,94.2014,10.0,4.7
2022-07-04T08:02:40.409000Z,10.357,94.1381,10.0,4.9
2022-07-04T05:35:52.782000Z,10.4216,94.0878,10.0,4.7
2022-06-22T14:25:32.357000Z,10.5852,91.6122,10.0,4.6
2022-06-21T01:45:48.714000Z,10.576,91.58,10.0,4.2
2022-06-05T09:11:38.975000Z,8.9386,93.6528,10.0,5.1
2022-06-02T03:25:38.465000Z,17.5218,94.253,10.0,4.3
2022-06-01T16:43:15.616000Z,17.4462,94.2498,26.0,5.2
2022-05-27T02:20:15.367000Z,12.9434,93.4548,77.17,4.5
2022-05-09T22:08:05.359000Z,10.1921,93.8311,10.0,4.6
2022-05-09T22:06:30.100000Z,9.6727,93.4999,10.0,4.5
2022-05-09T17:16:16.692000Z,13.463,94.0877,10.0,4.2
2022-05-09T16:10:23.673000Z,10.3658,94.1521,10.0,4.3
2022-05-04T20:36:17.083000Z,10.3401,92.4602,30.51,4.6
2022-04-30T17:34:05.382000Z,13.1672,93.0378,42.04,4.5
2022-04-22T03:51:27.747000Z,13.9992,92.9511,10.0,4.9
2022-03-28T21:22:33.266000Z,14.6269,93.0229,10.0,4.7
2022-03-25T17:58:26.461000Z,12.8771,92.9804,26.21,4.2
2022-03-20T21:54:49.023000Z,14.5923,93.0222,10.0,4.1
2022-03-13T03:28:19.893000Z,15.2373,93.5889,30.1,4.2
2022-02-20T11:43:42.215000Z,10.8986,94.8857,10.0,4.3
2022-01-29T23:46:31.813000Z,10.5863,94.3334,10.0,4.4
2022-01-23T15:50:16.399000Z,10.7625,91.4855,10.0,4.6
2022-01-23T15:21:50.341000Z,10.6973,91.5003,10.0,4.5
2022-01-22T08:46:23.113000Z,17.562,84.9267,10.0,4.2
2022-01-08T05:42:01.889000Z,11.0371,93.2253,88.26,4.3
2022-01-04T15:02:42.007000Z,11.9077,93.6061,131.6,4.6
2022-01-04T01:14:27.164000Z,13.0711,93.0237,35.0,4.7
2021-12-29T00:01:00.663000Z,9.8601,93.4354,92.37,5.0
2021-12-21T21:08:33.831000Z,10.2993,94.0416,10.0,5.0
2021-12-19T03:19:46.112000Z,13.7242,92.7441,10.0,5.1
2021-11-14T10:30:11.352000Z,15.9095,93.0067,10.0,4.8
2021-10-31T07:38:04.425000Z,10.9014,91.8348,10.0,4.4
2021-10-24T05:48:39.663000Z,12.9223,92.488,10.0,4.3
2021-10-05T01:12:16.228000Z,13.7634,93.7206,62.81,4.9
2021-09-30T13:05:36.409000Z,11.7507,95.2935,24.04,4.4
2021-09-21T18:14:55.220000Z,9.7592,93.6952,32.78,4.7
2021-09-14T18:47:12.873000Z,10.4507,93.2806,87.8,4.4
2021-09-13T16:30:44.158000Z,12.8565,95.722,10.0,4.5
2021-09-11T03:20:17.235000Z,14.1061,92.9896,10.0,5.2
2021-09-09T03:52:36.295000Z,10.3157,93.729,10.0,4.5
2021-09-09T03:44:28.824000Z,10.263,93.728,10.0,4.8
2021-09-09T03:36:09.608000Z,9.9208,93.3105,10.0,4.3
2021-09-09T03:02:25.822000Z,10.1316,93.9833,70.0,4.7
2021-09-04T12:53:31.787000Z,10.1164,91.5131,10.0,4.4
2021-09-04T12:10:24.174000Z,10.1169,91.4548,10.0,4.2
2021-09-04T10:07:22.328000Z,13.6444,93.5461,35.0,4.2
2021-09-02T03:21:59.692000Z,10.2773,93.9046,10.0,4.2
2021-08-31T16:05:14.317000Z,10.9134,91.5518,10.0,4.3
2021-08-30T18:54:46.176000Z,10.1749,93.839,52.4,4.6
2021-08-24T07:05:53.043000Z,14.4654,83.0456,10.0,5.1
2021-08-23T05:16:52.971000Z,10.5463,92.1946,10.0,4.7
2021-08-22T07:57:01.741000Z,10.7582,94.4328,10.0,4.1
2021-08-20T00:27:34.875000Z,14.0695,92.8419,10.0,4.6
2021-08-14T19:50:17.185000Z,12.3093,95.038,10.0,4.7
2021-08-10T05:50:16.593000Z,16.4467,94.1222,15.42,4.1
2021-08-06T03:49:24.434000Z,8.8991,94.1059,10.0,4.6
2021-08-05T12:46:00.531000Z,8.8132,94.0532,16.73,5.1
2021-08-04T18:00:53.188000Z,8.8466,94.1924,10.0,4.6
2021-08-04T17:57:40.273000Z,8.7969,94.0796,11.29,5.5
2021-08-04T01:56:10.241000Z,9.0695,94.2481,10.0,4.4
2021-08-03T07:39:35.322000Z,9.02,93.9111,10.0,4.7
2021-08-03T03:54:54.102000Z,8.9515,94.1539,10.0,4.3
2021-08-03T03:43:53.670000Z,9.0073,94.1651,10.0,5.8
2021-08-03T03:42:38.345000Z,8.8813,94.0183,10.0,6.1
2021-08-03T03:42:07.890000Z,8.8628,94.0564,10.0,5.3
2021-08-03T01:51:14.508000Z,9.0127,94.1198,10.0,5.3
2021-07-12T20:14:51.023000Z,13.6942,92.7449,24.67,4.6
2021-07-07T20:21:09.465000Z,11.0785,93.4623,96.69,4.2
2021-06-02T19:45:34.358000Z,10.2844,91.567,10.0,4.6
2021-06-01T01:09:21.812000Z,12.8061,93.3096,49.57,4.5
2021-05-27T13:00:46.741000Z,10.7126,91.5096,10.0,4.4
2021-05-25T14:14:37.433000Z,13.2087,92.8437,10.0,4.5
2021-05-24T03:49:09.973000Z,11.7799,94.876,10.0,4.5
2021-05-17T22:54:34.366000Z,14.5393,93.7329,25.9,4.1
2021-05-12T03:58:23.483000Z,9.0163,92.2062,10.0,4.6
2021-04-21T19:45:14.759000Z,10.4847,93.8566,35.0,4.3
2021-04-21T19:39:01.812000Z,9.9295,93.1765,8.01,4.4
2021-04-21T19:34:42.963000Z,10.5902,94.2339,26.06,4.6
2021-04-14T16:45:09.044000Z,10.8839,91.5252,10.0,4.1
2021-03-25T00:28:53.494000Z,17.7099,94.1714,10.0,4.3
2021-02-16T20:36:52.166000Z,11.987,94.5015,10.0,4.7
2021-02-15T13:53:17.275000Z,9.1314,93.8707,10.0,4.4
2021-02-08T15:40:37.923000Z,13.9209,96.4846,10.0,4.4
2021-01-27T02:52:29.479000Z,13.1497,92.5328,28.07,4.4
2020-12-26T14:19:09.417000Z,16.0246,92.9758,10.0,4.5
2020-12-06T13:35:41.171000Z,12.619,93.2653,62.26,4.6
2020-11-26T02:00:31.329000Z,10.1668,93.6071,10.0,4.3
2020-11-22T00:00:40.642000Z,14.0018,92.5891,10.0,4.3
2020-11-17T03:28:22.737000Z,13.7389,92.4013,10.0,4.3
2020-11-07T06:19:11.529000Z,13.9453,92.9836,10.0,4.5
2020-10-14T23:39:01.108000Z,12.1851,95.7845,10.0,4.3
2020-09-07T21:37:50.432000Z,13.1472,93.1904,41.16,4.7
2020-09-06T11:36:45.677000Z,14.0641,93.0643,10.0,4.1
2020-08-19T20:53:04.563000Z,9.5672,93.3607,71.13,4.9
2020-07-20T22:52:49.020000Z,12.1567,94.9118,10.0,4.5
2020-07-17T18:33:00.025000Z,12.1027,94.9647,13.82,5.7
2020-07-17T17:45:23.730000Z,12.0002,95.1209,10.95,4.8
2020-07-17T14:43:18.959000Z,11.9603,94.7105,10.0,5.0
2020-07-17T14:03:42.083000Z,11.984,94.8885,10.0,6.1
2020-07-17T13:29:05.445000Z,11.8869,94.9157,10.0,5.1
2020-07-17T05:37:17.788000Z,11.8654,95.0388,10.0,4.6
2020-07-17T05:01:13.351000Z,11.6984,95.0094,10.0,4.8
2020-07-12T21:06:47.720000Z,14.3503,92.992,10.0,4.6
2020-07-12T19:34:50.955000Z,8.8774,93.9083,10.0,4.4
2020-07-07T23:49:28.057000Z,12.9785,92.4828,10.0,4.6
2020-06-28T03:26:21.339000Z,12.9095,92.6873,10.0,4.2
2020-06-24T22:28:28.408000Z,15.1779,96.2038,10.0,4.3
2020-06-11T10:48:34.988000Z,10.2844,93.7934,10.0,4.6
2020-06-09T20:47:35.444000Z,14.1533,91.6121,26.76,4.6
2020-06-07T15:14:20.464000Z,9.3203,92.7019,35.0,4.5
2020-05-31T13:03:58.927000Z,10.8899,92.5217,8.42,4.7
2020-05-30T23:12:23.543000Z,12.6084,93.2388,59.16,4.4
2020-05-29T00:30:29.301000Z,11.7257,92.3273,10.0,4.5
2020-05-23T09:11:36.833000Z,14.0613,94.01,74.02,4.7
2020-05-22T19:43:08.261000Z,11.3192,93.5383,103.13,4.3
2020-05-06T11:26:53.414000Z,16.6323,94.4495,14.92,4.1
2020-04-27T19:54:31.054000Z,12.1157,92.936,32.59,4.4
2020-04-22T18:47:00.201000Z,17.0062,96.2746,10.0,3.1
2020-04-21T00:09:10.636000Z,9.3687,92.9668,48.51,4.8
2020-04-20T05:19:15.437000Z,17.3704,95.1694,64.38,4.2
2020-04-13T17:34:03.942000Z,12.0153,92.9576,38.0,4.3
2020-03-19T12:58:56.561000Z,8.8624,93.9608,10.0,4.9
2020-03-03T09:18:50.445000Z,17.6247,94.3051,10.0,4.9
2020-02-12T19:17:55.089000Z,10.5177,94.0622,10.0,4.3
2020-02-11T17:52:42.268000Z,17.6453,94.317,10.0,4.6
2020-02-10T18:20:09.252000Z,13.1329,93.2938,39.6,4.9
2020-02-09T08:48:50.639000Z,12.8396,92.6303,10.0,4.4
2020-02-07T11:00:40.198000Z,11.1226,93.5748,130.9,4.4
2020-01-29T15:10:53.203000Z,10.3105,93.7827,10.0,5.0
2020-01-06T15:08:03.412000Z,8.8585,93.5608,33.37,4.9
2019-11-29T17:50:18.486000Z,13.7191,93.4256,53.31,4.9
2019-11-27T10:07:13.425000Z,14.2308,93.0511,10.0,4.5
2019-11-20T14:06:55.816000Z,10.9861,95.15,10.0,4.6
2019-11-17T23:05:55.674000Z,11.2863,92.9571,53.39,5.1
2019-11-12T15:24:18.323000Z,16.7637,96.1838,10.0,3.8
2019-10-12T06:50:56.055000Z,13.3676,93.5713,63.94,4.4
2019-09-29T09:02:11.934000Z,10.9759,91.65,10.0,4.7
2019-09-26T19:31:59.627000Z,10.7932,91.6736,10.0,4.2
2019-09-26T19:15:33.160000Z,10.8407,91.6606,10.0,4.7
2019-09-16T18:49:44.136000Z,14.0514,93.5854,35.0,4.0
2019-09-11T15:40:17.181000Z,10.9512,91.8646,24.99,4.6
2019-09-10T20:18:44.579000Z,16.2305,95.0566,10.0,4.6
2019-08-28T13:40:06.095000Z,13.1,93.2394,47.75,5.0
2019-08-21T09:19:12.149000Z,9.1171,93.5712,10.0,4.9
2019-08-04T01:26:14.607000Z,11.9126,95.0085,10.0,5.0
2019-08-01T00:43:18.690000Z,14.1694,93.4565,10.0,4.5
2019-07-17T16:55:35.328000Z,11.8542,94.8332,10.0,4.9
2019-07-05T17:08:27.085000Z,9.3763,87.1121,10.0,5.0
2019-06-23T02:35:14.541000Z,10.0265,93.88,35.0,4.3
2019-06-17T22:19:59.453000Z,12.1229,92.709,30.0,4.9
2019-06-15T06:23:19.694000Z,17.0952,93.9096,10.0,4.0
2019-05-26T02:19:49.512000Z,8.9159,93.7546,33.28,4.6
2019-05-24T23:19:53.388000Z,10.8163,91.6187,10.0,4.7
2019-05-24T21:23:35.105000Z,13.8738,92.9593,10.0,5.0
2019-05-24T20:44:37.441000Z,10.6348,91.4341,25.68,4.2
2019-05-22T00:39:34.937000Z,13.8855,92.9713,29.0,5.6
2019-05-07T08:24:12.885000Z,10.7841,93.5461,78.81,4.6
2019-05-06T14:53:18.268000Z,12.5345,93.2991,86.56,4.4
2019-04-25T18:50:52.865000Z,10.9578,91.7043,10.0,4.2
2019-04-23T14:14:44.957000Z,10.2274,92.4997,35.0,4.5
2019-04-15T13:33:49.328000Z,12.4345,93.5064,105.87,4.2
2019-04-13T23:02:50.523000Z,14.069,93.1441,10.0,4.5
2019-04-12T11:23:00.049000Z,11.8499,92.8553,48.74,4.7
2019-04-12T01:56:59.713000Z,10.5622,93.7769,10.0,4.2
2019-04-08T01:54:52.330000Z,13.1345,95.4198,10.0,5.1
2019-03-28T03:08:13.510000Z,11.168,95.1437,10.0,5.2
2019-03-23T11:34:01.596000Z,13.9762,93.1001,10.0,4.9
2019-03-23T11:29:27.136000Z,14.1145,93.0433,10.0,5.2
2019-03-20T10:27:35.183000Z,11.9231,92.8488,56.99,4.9
2019-03-11T01:14:29.020000Z,11.8129,93.6513,115.85,4.5
2019-03-10T13:20:08.930000Z,9.9945,92.7724,55.04,4.7
2019-02-24T17:12:11.420000Z,10.2536,93.7785,10.0,4.3
2019-02-12T20:21:21.610000Z,13.4538,91.7532,10.0,4.4
2019-02-12T01:32:27.980000Z,14.4616,85.7332,10.0,4.9
2018-12-30T15:39:19.810000Z,14.8932,99.1007,10.0,4.3
2018-12-27T16:46:09.310000Z,12.8155,93.5007,75.11,4.4
2018-10-28T16:53:43.460000Z,8.791,93.8375,10.0,4.8
2018-10-01T13:24:44.800000Z,12.9046,92.2347,25.65,5.1
2018-09-29T08:18:00.730000Z,10.4733,91.652,10.0,4.1
2018-08-24T12:18:07.820000Z,10.7666,91.6059,10.0,4.5
2018-08-24T10:49:27.310000Z,10.5721,91.7204,10.0,5.5
2018-08-16T06:50:11.860000Z,16.0979,96.5102,10.0,4.3
2018-08-13T16:07:11.430000Z,14.0665,93.2233,30.48,4.9
2018-07-17T14:42:22.060000Z,10.9238,91.8114,10.0,4.6
2018-07-10T07:36:30.940000Z,12.9343,93.4058,79.64,4.5
2018-07-04T20:34:52.070000Z,14.5383,96.4654,10.42,5.1
2018-07-04T17:54:56.340000Z,11.353,93.0778,94.87,4.0
2018-07-04T11:08:16.000000Z,15.5507,94.3396,29.61,4.5
2018-07-04T07:12:50.420000Z,13.1567,92.5196,30.86,5.3
2018-07-03T23:55:23.540000Z,13.276,93.5947,74.65,4.4
2018-06-28T19:03:21.900000Z,14.0705,92.8391,27.05,4.4
2018-06-20T19:04:15.790000Z,10.1921,93.0909,70.72,4.5
2018-06-18T13:56:48.160000Z,16.4057,96.334,67.79,4.3
2018-06-10T22:38:27.380000Z,13.5505,92.9769,22.79,4.5
2018-05-28T02:00:00.470000Z,9.5212,93.4269,88.88,5.2
2018-05-25T17:41:54.090000Z,10.8902,93.6517,140.2,4.7
